videoId,playlist_id,brand,title,viewCount,likeCount,commentCount,publishedAt,duration_seconds
KJZs0NouLwg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,JEEP,JEEP Compass 2026 : lancement au Maroc - الإطلاق الرسمي بالمغرب,2067,19,5,2026-04-30 21:45:06+00:00,259
jhQzy3m0EQ4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,VW ID Polo 2027 : le spot officiel,1070,6,0,2026-04-30 20:32:30+00:00,127
azQYAsSjKEM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GWM,GWM Tank 300 vainqueur Rallye Aïcha des Gazelles 2026,872,4,0,2026-04-29 23:30:06+00:00,175
0LzvCQFQ4-0,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,LEXUS,LEXUS RZ 550e : le spot officiel,1433,9,0,2026-04-29 23:15:01+00:00,77
Cnl_b0afMqM,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,ALFA ROMEO,ALFA ROMEO célèbre son 115ème anniversaire,81,3,0,2026-04-29 23:00:13+00:00,51
PL5INBWvllo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,JETOUR,JETOUR T1 & G700 : lancement au Maroc - الإطلاق الرسمي بالمغرب,3594,41,3,2026-04-28 21:30:06+00:00,244
I4K9zkVHQ6w,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,GEELY,GEELY EX5 à l'essai au Maroc,3540,37,4,2026-04-26 21:00:31+00:00,48
E9ej6_rhyl4,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,GEELY,Essai GEELY EX5 2026 Maroc - تجربة قيادة المغرب,4524,57,14,2026-04-25 22:45:06+00:00,520
QhZU_3zpEO4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PORSCHE,PORSCHE Cayenne Coupe EV 2027 : le spot officiel,1162,10,0,2026-04-24 19:00:23+00:00,137
qchxzpIRULs,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,FORD,Essai FORD Territory 2026 Maroc - تجربة قيادة المغرب,3417,46,8,2026-04-22 22:00:06+00:00,383
kugZ4ykP080,OFF_PLAYLIST,CITROËN,CITROËN C5 AirCross 2026 Maroc,1187,16,2,2026-04-21 23:00:59+00:00,62
A5WJo-Jrt94,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CUPRA,CUPRA Formentor 2026 Maroc,1886,33,1,2026-04-21 23:00:08+00:00,79
hZAQhfOB4rI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CITROËN,CITROËN C5 AirCross  : lancement au Maroc - الإطلاق الرسمي بالمغرب,1882,19,5,2026-04-20 21:15:06+00:00,318
gspHgTsFC2k,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,TOYOTA,TOYOTA bZ4X : le spot officiel,1004,4,0,2026-04-19 23:00:41+00:00,31
NbuGKzScY5E,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GEELY,GEELY Riddara RD6 PHEV : le spot officiel,1039,7,0,2026-04-18 16:36:44+00:00,41
O6UmozrmMvI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BAIC,BAIC BJ30e 2026 Maroc,2324,26,0,2026-04-14 22:30:06+00:00,63
o7Ntsjz-XDs,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BAIC,BAIC BJ30e : lancement au Maroc - الإطلاق الرسمي بالمغرب,4923,112,4,2026-04-12 21:45:06+00:00,254
xqznzOExAdg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,EXEED,EXEED VX - le spot officiel,1890,12,0,2026-04-10 21:45:07+00:00,54
YRSh2lCCP6w,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,XPENG,XPENG Gamme : lancement au Maroc - الإطلاق الرسمي بالمغرب,3178,28,0,2026-04-08 21:15:06+00:00,239
E9G7IhNdseM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ROX,ROX 01 et Adamas : lancement au Maroc - الإطلاق الرسمي بالمغرب,8914,65,7,2026-04-06 21:30:06+00:00,263
ibQDR53QtdI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,TOYOTA,Nouveau TOYOTA C-HR : lancement au Maroc - الإطلاق الرسمي بالمغرب,3591,48,2,2026-04-04 22:00:06+00:00,245
7WjwKcTz3j4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DS,Nouveau DS N°7 : les premières infos,1993,15,1,2026-04-04 21:15:06+00:00,214
5XjR-Oh9SW8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CHERY,CHERY TIGGO 3X Maroc,1198,3,0,2026-04-04 18:30:06+00:00,74
PYXU9W0ML2Q,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BAIC,BAIC BJ30e : le spot officiel,2178,18,4,2026-04-04 17:32:08+00:00,94
_wRMTRZ76sA,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,BMW,Nouvelle BMW i3 2027 : les premières infos,2036,9,2,2026-04-01 21:45:06+00:00,200
ttr34aYbv_s,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,XPENG,XPENG G9 : le spot officiel,1547,10,2,2026-03-26 22:00:51+00:00,85
RupzEnPd6zI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,XPENG,XPENG G6 : le spot officiel,1026,8,0,2026-03-26 21:45:00+00:00,35
S-5yQJHbVcw,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,XIAOMI,XIAOMI Vision Gran Turismo 2026,424,4,0,2026-03-23 23:00:30+00:00,91
aiYBcWHel_I,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BYD,BYD SEALION 7 : le clip officiel,2857,10,0,2026-03-22 15:38:25+00:00,70
T6Ob2SOfFA8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BYD,BYD ATTO 2 : le spot officiel,9015,18,0,2026-03-20 13:50:47+00:00,55
wRkYzAuUi0M,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MAHINDRA,MAHINDRA XUV 3XO : le spot officiel,1143,4,0,2026-03-20 13:45:14+00:00,61
9hT0dnHSgYY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DS,Nouveau DS N°7 - le clip officiel,1698,13,3,2026-03-20 00:09:00+00:00,63
kXHMwQEKOB0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,OPEL,OPEL Astra 2027 : les premières infos,2844,119,0,2026-03-18 00:00:06+00:00,211
gnf6F6JPyFM,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,RENAULT Filante 2027 : le clip officiel,2686,11,0,2026-03-10 23:30:26+00:00,61
K202_3GLTZ4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PEUGEOT,PEUGEOT 408 2026 : les premières infos,5489,43,3,2026-03-08 23:15:06+00:00,245
NdUFzzl7Mx0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUTRE / MULTI-MARQUES,MG4 EV facelift 2026 : les premières infos,4860,34,1,2026-03-08 00:00:06+00:00,210
9B7txnacVQ4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VOLVO,VOLVO EX60 2026 : les premières infos,4850,967,8,2026-03-05 22:45:06+00:00,247
ZXGxEIohCCI,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,Les voitures préférées des marocains en 2025,15216,151,10,2026-03-02 00:00:06+00:00,388
QHCXmo2UZi0,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,OPEL,OPEL FRONTERA Promo Ramadan 2026,4851,29,1,2026-03-01 03:15:27+00:00,61
ArxWo36Ghtw,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MERCEDES-BENZ,Nouveau MERCEDES-Benz CLA 2026 : les premières infos,4893,49,5,2026-02-28 00:15:06+00:00,294
uh1F2hAAFzc,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,AUTO HALL inaugure une succursale nouvelle génération à Laâyoune,244,6,0,2026-02-28 00:01:08+00:00,77
n9OvDt9rpXg,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PEUGEOT,Nouvelle PEUGEOT 308 2026 - les premières infos,5324,66,5,2026-02-26 00:00:58+00:00,211
KqhTFt61CI8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,JETOUR,JETOUR T2 & Dashing : lancement au Maroc - الإطلاق الرسمي بالمغرب,12202,60,5,2026-02-18 23:00:06+00:00,281
shmBBwmZLX4,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,Centrale Automobile Chérifienne,912,12,3,2026-02-14 21:15:01+00:00,297
DhvU_PC7SGc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUTRE / MULTI-MARQUES,STELLANTIS au Salon de Bruxelles 2026,2684,31,0,2026-02-10 21:45:01+00:00,392
kqck-DA7s70,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GEELY,GEELY Coolray facelift 2026 Maroc,6279,32,0,2026-02-10 18:15:03+00:00,90
2nM3BskWlDE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,Nouvel AUDI Q3 2026  : lancement au Maroc - الإطلاق الرسمي بالمغرب,16921,155,6,2026-02-09 21:45:06+00:00,196
c7wJBv9hWSc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUDI,AUDI Q3 SportBack 2026 - le clip officiel,2789,11,0,2026-02-09 20:36:39+00:00,66
ML6LGW6tiqA,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUDI,AUDI Q3 2026 - le clip officiel,2618,7,2,2026-02-09 20:36:16+00:00,59
ijld01jSjX0,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUTRE / MULTI-MARQUES,Nouvel OMODA 5 Hybride,3850,8,0,2026-02-08 22:34:11+00:00,29
bun-xhiNw90,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GWM,GWM HAVAL H7,2456,11,0,2026-02-08 16:15:03+00:00,108
6886BnG37H4,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,SEAT,SEAT Ibiza + Arona 2026 : lancement au Maroc - الإطلاق الرسمي بالمغرب,4877,122,8,2026-02-05 21:45:08+00:00,222
sQ216jlKX08,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUTRE / MULTI-MARQUES,COTY Morocco 2026 - Voiture de l'année au Maroc,6827,86,2,2026-02-04 21:45:06+00:00,322
TeeTx8FPzoE,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,Nouvelle RENAULT Clio 6,752,9,1,2026-02-04 20:42:24+00:00,145
UnTvdrazXSY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,SEAT,Nouveau SEAT Arona 2026,5401,19,7,2026-02-04 20:32:30+00:00,312
8upa-tL6ewc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,SEAT,Nouvelle SEAT Ibiza 2026,4092,24,0,2026-02-04 20:26:39+00:00,280
Q55lupgNBBo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI Q5  2026 Maroc,3326,34,0,2026-02-04 19:30:05+00:00,50
xKh-1PxNA7E,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI A5 2026 Maroc,2171,13,0,2026-02-04 19:15:08+00:00,52
G23g0wvyOzo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI A3 Sportback 2026 Maroc,2473,14,0,2026-02-04 19:00:14+00:00,52
cpAILo0o7K8,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,RENAULT,RENAULT Group Maroc : Bilan de l'année 2025,488,4,2,2026-02-01 21:30:06+00:00,399
PsvzbORHKhg,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,STELLANTIS Maroc : Bilan de l'année 2025,331,3,1,2026-02-01 21:00:06+00:00,241
UNI7v4oUv6A,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,PEUGEOT,PEUGEOT LandTrek 2026 : lancement au Maroc - الإطلاق الرسمي بالمغرب,3116,20,1,2026-01-26 21:30:06+00:00,254
q3WB8DxTDjQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,FORD,FORD Territory 2026 : lancement au Maroc - الإطلاق الرسمي بالمغرب,17667,85,19,2026-01-25 21:00:06+00:00,218
kvZNvhdNto0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VOLVO,VOLVO EX60 2026,2062,13,1,2026-01-23 23:01:05+00:00,140
xJgv-ni-C3E,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DACIA,DACIA Logan 2026 Maroc facelift,6924,8,2,2026-01-21 23:01:16+00:00,7
jKi8xzcHwhI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DACIA,DACIA Sandero 2026 Maroc facelift,4531,11,0,2026-01-21 23:01:00+00:00,8
hVUP3gXItsQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DACIA,DACIA Jogger 2026 Maroc,3192,10,0,2026-01-21 23:00:55+00:00,6
Klmj0ecLgec,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DACIA,DACIA Sandero Stepway 2026 Maroc,6328,6,0,2026-01-21 23:00:33+00:00,6
ArHeNAnbyIk,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,EXEED,EXEED débarque au Maroc - الإطلاق الرسمي بالمغرب,17496,67,2,2026-01-20 21:00:06+00:00,256
p22KVuCDzJE,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,Marché de l'automobile au Maroc : Bilan 2025,2196,128,0,2026-01-16 21:30:06+00:00,273
dm2nUYHSxJU,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,EXEED,EXEED RX 2026 - le spot officiel,14474,24,3,2026-01-16 21:15:48+00:00,52
Iy2oCdbHpnI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,EXEED,EXEED Exlantix ES 2026 - le spot officiel,3149,8,0,2026-01-16 21:12:39+00:00,31
FX-nRnJ0HeI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,EXEED,EXEED Exlantix ET 2026 - le spot officiel,5467,9,0,2026-01-16 11:54:05+00:00,31
eDJrxlFSq-Y,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DACIA,DACIA rajeunit sa gamme 2026 produite à la SOMACA,11943,198,8,2026-01-15 21:00:06+00:00,328
B_ugrqN5Qlo,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,COTY Morocco 2026 : les 7 finalistes,5437,177,11,2026-01-12 21:45:06+00:00,181
4ZSN9UKTqlc,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,DACIA,DACIA Maroc : le Bilan de l'année 2025,3580,40,2,2025-12-24 21:15:06+00:00,175
api3Pf7h60o,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GWM,GWM HAVAL H6 PHEV 2025 Maroc,2762,11,0,2025-12-24 20:18:44+00:00,94
h1AfCVPHByM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,GWM,GWM Maroc : les nouveautés de 2026,3591,93,5,2025-12-23 21:15:06+00:00,311
sDgWIY7gOdY,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BYD,BYD SEAL 5 PHEV : lancement au Maroc - الإطلاق الرسمي بالمغرب,18403,83,19,2025-12-20 17:35:38+00:00,237
hq4UBsXkaOc,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KIA,KIA Tasman : lancement au Maroc - الإطلاق الرسمي بالمغرب,5727,30,3,2025-12-20 17:30:36+00:00,256
3L4yP6j_Q_8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ROX,ROX 01 - le spot TV,5910,8,1,2025-12-20 17:25:45+00:00,59
VKoQl391yw8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ROX,ROX 01 - le spot officiel,643,2,0,2025-12-20 17:21:21+00:00,44
_AuV-vG5fk8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ROX,ROX Motors Maroc - le clip officiel,3187,19,2,2025-12-20 17:17:44+00:00,126
gfctLgY1yKM,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,RENAULT,Essai RENAULT Clio 6 Maroc - تجربة قيادة المغرب,11580,208,14,2025-12-15 21:30:06+00:00,335
SqDB-TxPcRg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ZEEKR,ZEEKR 7X - le clip officiel,791,7,0,2025-12-14 12:30:41+00:00,24
4oVfVd8lrS8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MG,MG HS Hybrid+ Maroc,15380,144,5,2025-12-13 23:00:15+00:00,93
c3Q0R1ngxVY,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ZEEKR,ZEEKR 7X Maroc,5228,43,1,2025-12-12 22:00:48+00:00,85
PDsWZft9DXY,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BMW,BMW iX3 Neue Klasse Maroc,3270,34,0,2025-12-12 19:00:32+00:00,104
QDoUxRkY3yI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,LEAPMOTOR,LEAPMOTOR T03 Maroc,2856,35,2,2025-12-12 18:45:01+00:00,72
4V1-oxFjLiU,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PORSCHE,PORSCHE Cayenne Electric 2026 - le spot officiel,929,9,0,2025-12-10 22:30:01+00:00,128
qEEGkq82l4s,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KGM,KGM ex SSANGYONG revient au Maroc,6113,87,6,2025-12-08 22:15:06+00:00,279
oS2D42S-RTI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,LEXUS,LEXUS RX 350h Maroc,3438,53,1,2025-12-07 23:01:14+00:00,99
A7kZwgImv34,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW T-ROC 2025 Maroc,4727,57,6,2025-12-04 22:15:01+00:00,74
Up5kx9SF0B0,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MG,MG ZS Hybrid+ 2025 Maroc,7123,73,5,2025-12-04 22:00:40+00:00,58
etb1A9lDc60,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,ZEEKR,ZEEKR 7X : lancement au Maroc - الإطلاق الرسمي بالمغرب,11256,109,5,2025-12-03 23:00:06+00:00,240
-JfXhGaOyvA,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MG,MG 3 Hybrid+ 2025 Maroc,5065,46,2,2025-12-03 23:00:00+00:00,72
qTxx4_JXK4k,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,CUPRA,CUPRA Terramar PHEV 2025 Maroc,4913,61,0,2025-12-03 17:45:18+00:00,78
MH78YLC58fM,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,CUPRA,Essai du CUPRA Terramar PHEV 2025 Maroc - تجربة قيادة المغرب,5801,105,9,2025-12-02 22:00:06+00:00,461
BvIAnimagjE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW Tiguan 2025 Maroc,6472,62,1,2025-12-01 20:50:29+00:00,61
1Rx4xHPmnRo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW Touareg 2025 Maroc,4020,47,3,2025-12-01 20:45:48+00:00,42
FoxZRDgub_0,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT 5 E-Tech débarque au Maroc - الإطلاق الرسمي بالمغرب,3854,28,4,2025-11-28 21:45:06+00:00,248
nH6WQdb2xW4,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BMW,BMW iX3 Neue Klasse Maroc - الإطلاق الرسمي بالمغرب,3650,28,4,2025-11-27 22:15:06+00:00,263
X4En0LNcTvc,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW TAIGO 2025 Maroc,15596,163,6,2025-11-27 20:05:17+00:00,66
xB6dCBeufqM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI A3 SportBack Maroc,12107,125,3,2025-11-25 17:45:10+00:00,48
viJ45OR_zDo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,Nouvel AUDI Q5 Maroc,7666,103,5,2025-11-24 20:15:04+00:00,85
6wERK2tDnIk,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI Q3 Maroc,11657,88,8,2025-11-23 23:08:57+00:00,46
7gpTwokefVQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MG,Nouveau MG HS Hybrid+ - le clip officiel,8024,15,2,2025-11-23 13:15:17+00:00,35
TzIVVC0gpTY,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,LEAPMOTOR,LEAPMOTOR lancement au Maroc - الإطلاق الرسمي بالمغرب,4367,27,8,2025-11-22 22:15:06+00:00,274
eXjQKD7YUcw,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,LEAPMOTOR,LEAPMOTOR C10 REEV - le clip officiel,2448,2,0,2025-11-20 18:57:15+00:00,16
xsUMOG6uyCQ,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,Nouveau RENAULT Trafic E-Tech EV 2026,2077,8,2,2025-11-19 23:01:24+00:00,74
Qn8nxS1Af0I,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DEEPAL,DEEPAL arrive au Maroc - الإطلاق الرسمي بالمغرب,5764,52,2,2025-11-18 21:45:06+00:00,294
i3cDqXS0c3o,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DEEPAL,DEEPAL S07 - le clip officiel,13457,23,2,2025-11-18 16:15:05+00:00,120
vSAprKMyaI4,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,DEEPAL,DEEPAL S05 - le clip officiel,10153,16,0,2025-11-18 16:01:36+00:00,109
csk4BJbWiQE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUTRE / MULTI-MARQUES,Groupe AUTO HALL à l'heure du digital - الإطلاق الرسمي بالمغرب,342,6,0,2025-11-12 20:30:06+00:00,178
PpMJhv2Ryj0,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,NISSAN,NISSAN Magnite 2025 Maroc,14062,148,3,2025-11-10 21:47:15+00:00,60
MGu0cBQxQ_g,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,NISSAN,Essai NISSAN Magnite 2025 Maroc - تجربة قيادة المغرب,28917,244,21,2025-11-09 20:45:06+00:00,337
kwbCqiAVb0k,OFF_PLAYLIST,SMART,SMART Maroc : lancement officiel,443,9,1,2025-11-09 18:05:16+00:00,60
3OyTw6LzqDE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT Austral 2025 facelift arrive au Maroc - الإطلاق الرسمي بالمغرب,6979,49,5,2025-11-04 22:00:06+00:00,225
x087hXZqSJs,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,ALFA ROMEO,ALFA ROMEO Tonale 2026,2365,14,1,2025-11-03 23:01:14+00:00,55
CDb9rPVPX4s,OFF_PLAYLIST,RENAULT,RENAULT 𝗠𝗮𝗿𝗼𝗰 : n𝗼𝘂𝘃𝗲𝗮𝘂 𝗣𝗹𝗮𝗻 𝗱𝗲 𝗗𝗲́𝘃𝗲𝗹𝗼𝗽𝗽𝗲𝗺𝗲𝗻𝘁 𝟮𝟬𝟮𝟱-𝟮𝟬𝟯𝟬,462,8,0,2025-11-01 11:48:42+00:00,100
5lwXLFD9o0w,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,ALFA ROMEO,Essai ALFA ROMEO Tonale 2026 Maroc - تجربة قيادة المغرب,2646,83,3,2025-10-30 21:00:06+00:00,275
XVxwB2LGAmc,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CITROËN,Nouveau CITROËN C3 AirCross Maroc - الإطلاق الرسمي بالمغرب,5723,102,11,2025-10-28 20:30:06+00:00,268
G59UIqDnVTA,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,OPEL,Essai OPEL Frontera Maroc - تجربة قيادة المغرب,10067,106,9,2025-10-22 21:45:06+00:00,379
tOAe_64mVMs,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,TOYOTA,Nouveau TOYOTA Land Cruiser FJ - Première mondiale,5244,16,1,2025-10-22 21:30:59+00:00,170
QXjjxiVekNk,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,CITROËN,Essai CITROËN C5 AirCross Maroc - تجربة قيادة المغرب,6118,112,3,2025-10-16 20:30:06+00:00,284
hkMVQPJiL5k,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CUPRA,CUPRA Terramar PHEV arrive au Maroc - الإطلاق الرسمي بالمغرب,6946,84,5,2025-10-07 21:45:06+00:00,189
gPweJCtr3l8,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DACIA,Nouvelle Gamme DACIA 2026 Maroc - الإطلاق الرسمي,22076,229,19,2025-10-06 21:15:06+00:00,276
Q3tfTg7kl9U,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW T-Cross & Taigo débarquent au Maroc - الإطلاق الرسمي بالمغرب,7011,140,10,2025-10-05 21:15:06+00:00,230
UgJgAJjv5pI,PLlvsaB0FDEJHondP5NcECEfR75Ydqd1OX,GEELY,GEELY EX5 EM-i Maroc - الإطلاق الرسمي بالمغرب,25018,204,4,2025-10-04 20:45:06+00:00,268
CTdieffwJT4,OFF_PLAYLIST,CUPRA,CUPRA supporte le Padel au Maroc,274,5,0,2025-10-01 22:10:08+00:00,216
_0FBKCqNTKg,PLlvsaB0FDEJHondP5NcECEfR75Ydqd1OX,KIA,Nouveautés KIA @ AUTO EXPO 2025,2591,20,0,2025-09-30 22:00:31+00:00,518
zIDF1YfzB9o,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,OPEL,OPEL Frontera 2025 Maroc,10189,77,2,2025-09-29 22:28:07+00:00,52
A_Uk1nTssII,PLlvsaB0FDEJHondP5NcECEfR75Ydqd1OX,AUTRE / MULTI-MARQUES,AUTO EXPO 2025 de Casablanca,1473,23,0,2025-09-28 15:14:01+00:00,399
9CCyLmbaEnM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT Austral 2025 facelift,12564,101,3,2025-09-27 17:12:39+00:00,48
wnVulyXyHpU,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,TOYOTA,TOYOTA Maroc 2025,20188,150,4,2025-09-27 16:45:10+00:00,48
