videoId,playlist_id,brand,title,viewCount,likeCount,commentCount,publishedAt,duration_seconds
jzRFwYrOBMc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MERCEDES-BENZ,Nouvelle Mercedes-Benz Classe C 2022 - le clip officiel,17489,48,0,2021-02-23 15:15:01+00:00,85
ivEcK7B9Xok,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KIA,KIA lance sa Ceed MHEV 2021 au Maroc,30768,128,8,2021-02-22 20:30:16+00:00,239
GQXSXR4C0wg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,HYUNDAI,HYUNDAI i30 Facelift 2021,11557,24,9,2021-02-22 19:00:07+00:00,59
UfUKI_XS0eY,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP49 - 19 février 2021,2034,32,1,2021-02-19 20:45:25+00:00,300
uk6G2rgxAeY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,NISSAN,NISSAN Qashqai 2022 - les premières infos,21364,78,2,2021-02-18 20:45:11+00:00,226
dDYu1rmWNWA,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,Spot publicitaire #HadiMachiBlassa 2021,1149,11,2,2021-02-18 20:00:15+00:00,61
bVpNNlveeT8,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,KIA,Entretien avec Cédric VEAU - DG de KIA Maroc,3186,27,8,2021-02-17 20:00:07+00:00,647
WBIcwt7Jfno,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,PEUGEOT,PEUGEOT LandTrek arrive au Maroc,2363,24,6,2021-02-15 22:10:17+00:00,60
7B1YzILMZUg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,PEUGEOT,PEUGEOT lance son nouveau 3008 au Maroc,36958,209,14,2021-02-15 21:45:11+00:00,289
xUD7KxcZlT4,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,HONDA,Honda CR-V 2020 Hybride - le spot officiel,9176,20,0,2021-02-15 11:35:18+00:00,53
Qsw4Zi5X9tA,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,HYUNDAI,HYUNDAI Creta 2021 Maroc,30928,45,3,2021-02-14 20:15:17+00:00,31
dG7ukPmqxXo,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP48 - 12 février 2021,2469,44,2,2021-02-12 21:00:41+00:00,285
b6bCaBDIas0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,CITROËN,Nouveau Citroën C3 Aircross 2022 - le spot officiel,25130,40,2,2021-02-12 20:00:08+00:00,59
g5pgOurd8rY,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,TOYOTA,TOYOTA Corolla Cross 2021 - le spot officiel,27953,50,5,2021-02-11 20:00:14+00:00,99
uMAwaw3_DzU,OFF_PLAYLIST,AUDI,AUDI RS etron GT - le spot officiel,1149,15,1,2021-02-09 20:46:57+00:00,61
PeX-lstHgvE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,TOYOTA,TOYOTA lance sa nouvelle Yaris Hybride au Maroc,65610,219,26,2021-02-08 21:01:05+00:00,298
imENkUj-Cmo,OFF_PLAYLIST,AUDI,Audi A3 Sedan 2017 - le clip officiel,2805,14,0,2021-02-07 19:22:28+00:00,31
KCtr40tu7jg,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP47 - 5 février 2021,2160,27,0,2021-02-05 21:00:14+00:00,321
TyeKM8dWpF8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES-BENZ,MERCEDES-Benz Classe E 2021 vs 2016,4341,23,0,2021-02-05 20:00:10+00:00,157
Q2PGdv3f8ak,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DS,DS 4 Cross 2022 - le spot officiel,6554,28,1,2021-02-03 20:45:00+00:00,83
lZgUxkwm3Pc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,BMW,BMW M5 CS 2020 - le spot officiel,1540,13,0,2021-02-03 19:30:47+00:00,130
G-gaH3HiE9Q,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,OPEL,OPEL Crossland 2021 - les premières infos,64720,140,12,2021-02-02 20:45:10+00:00,191
ZMZnRlIRa9s,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT Megane 2020 vs 2016,18118,58,4,2021-02-01 21:15:10+00:00,180
GKlDl4FwRbw,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP46 - 30 janvier 2021,1613,13,0,2021-01-29 21:45:12+00:00,303
5GIMfEPIggQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,MERCEDES GLA 2020 vs GLA 2014,14320,21,2,2021-01-29 21:00:04+00:00,171
b3_V3iUBFR8,OFF_PLAYLIST,LEXUS,LEXUS LF-30 Electrified Concept,274,4,0,2021-01-29 20:00:20+00:00,63
PueAF_T5xNs,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MINI,Gamme MINI 2021 facelift - le clip officiel,2570,11,1,2021-01-29 09:35:15+00:00,79
zGVqdm1-CdI,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP45 - 22 janvier 2021,1732,35,1,2021-01-22 21:15:12+00:00,296
-8FDW-mfd_Y,OFF_PLAYLIST,KIA,Nouveau Showroom KIA -  Corniche Casablanca,3366,21,1,2021-01-20 19:46:21+00:00,28
x8s_I42EjZQ,OFF_PLAYLIST,LEXUS,LEXUS ES 300h - le clip officiel,3229,13,1,2021-01-19 18:00:11+00:00,70
PiB0HHQKoJc,OFF_PLAYLIST,LEXUS,LEXUS LS 500h - le clip officiel,2857,11,1,2021-01-19 18:00:09+00:00,107
eflZo79WRN4,OFF_PLAYLIST,LEXUS,LEXUS IS 300h - le clip officiel,3744,13,0,2021-01-19 18:00:08+00:00,31
qycZtuJisQs,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,MERCEDES lance sa nouvelle Classe E au Maroc,13207,72,7,2021-01-16 20:30:14+00:00,136
C0ZFrKfL9H0,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP44 - 15 janvier 2021,1841,23,0,2021-01-15 21:00:11+00:00,264
t_GizlsxNmQ,OFF_PLAYLIST,HYUNDAI,HYUNDAI IONIQ 5 - les premières images,1495,11,1,2021-01-15 19:15:12+00:00,57
1AW-DOzlhiw,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,RENAULT,RENAULATION - le plan stratégique 2020-2025 du Groupe RENAULT,1460,11,0,2021-01-15 18:42:08+00:00,133
NbivMMGlTrs,PLlvsaB0FDEJF6Od1WVIrvaNBNdnAi1-o_,AUTRE / MULTI-MARQUES,Meilleures ventes automobile 2020 au Maroc,8819,81,3,2021-01-14 21:00:25+00:00,364
qV2L6YWhD_U,OFF_PLAYLIST,RENAULT,RENAULT 5 Prototype 2021,1366,15,2,2021-01-14 18:30:16+00:00,84
f9uL2lzbsdQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUTRE / MULTI-MARQUES,Nouveautés automobile 2021 au Maroc,15239,151,8,2021-01-13 21:00:10+00:00,497
NbQeyb11IgY,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP43 - 8 janvier 2021,2100,31,0,2021-01-08 21:00:12+00:00,258
4PsoGBp6Jco,OFF_PLAYLIST,MERCEDES,MERCEDES MBUX Hyperscreen 2021,1740,17,0,2021-01-07 20:30:00+00:00,57
hb2ess5WaAg,OFF_PLAYLIST,KIA,Nouveau logo KIA 2021,1451,19,2,2021-01-06 22:05:40+00:00,189
45aP7jNiDUk,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MINI,MINI Countryman 2020 lancé au Maroc,9583,54,4,2021-01-04 22:11:01+00:00,337
8NaoDS7WkqU,OFF_PLAYLIST,OPEL,Best of OPEL 2020,592,11,0,2020-12-31 20:30:44+00:00,60
QQ4-hRG9-cs,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,HYUNDAI,La nouvelle Hyundai SONATA Hybride - le film officiel,14242,62,2,2020-12-30 21:25:52+00:00,195
-XWq7QZ-U_c,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP42 - 25 décembre 2020,1654,12,0,2020-12-25 21:15:11+00:00,282
Lzusryk4krg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BMW,BMW introduit la Série 4 Coupé au Maroc,14554,78,7,2020-12-24 21:15:12+00:00,331
SG_34PX_tTg,OFF_PLAYLIST,FORD,Entretien avec Achraf El BOUSTANI et Abdelouahab ENNACIRI - FORD Maroc,8769,61,11,2020-12-24 19:30:04+00:00,530
9yYR7dDZB84,OFF_PLAYLIST,AUDI,Nouvelle AUDI A3 Sportback sous tous ses angles,2818,18,7,2020-12-22 21:21:13+00:00,88
Bun6hbTVnd0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUTRE / MULTI-MARQUES,Continental GT Mulliner - le clip officiel,567,6,1,2020-12-21 20:32:55+00:00,100
by7hsZYbvfk,OFF_PLAYLIST,HYUNDAI,Teaser de la HYUNDAI IONIQ 5,1261,8,1,2020-12-20 20:00:05+00:00,30
3cMSu-GgTVg,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP41 - 18 décembre 2020,1868,17,0,2020-12-18 21:00:12+00:00,280
euAzohzsayY,OFF_PLAYLIST,NISSAN,NISSAN « GT-R(X) 2050 »,912,8,1,2020-12-18 19:00:07+00:00,219
3otihbzYJN8,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP40 - 11 décembre 2020,1638,13,0,2020-12-11 21:15:10+00:00,258
Y_IEr1Om7Mo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,JAGUAR,JAGUAR F-PACE 2021 - les premières infos,19721,40,1,2020-12-11 11:22:00+00:00,82
Y7_lc9S8mEU,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,FORD,Le nouveau FORD KUGA débarque au Maroc,23861,77,21,2020-12-08 22:11:08+00:00,67
Wl0sWPDv2mY,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP39 - 4 décembre 2020,2176,38,1,2020-12-04 21:00:10+00:00,279
vjdFv1SWj3Y,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BMW,BMW lance sa nouvelle Série 4 Coupé 2020 au Maroc,2088,21,0,2020-12-04 20:30:03+00:00,63
PVn-_80q_zE,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,On connait les finalistes du concours « Plus belle voiture de l’année 2021 »,1051,12,1,2020-12-04 20:30:01+00:00,51
H16ZcK2tHhA,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,JAGUAR,JAGUAR F-PACE SVR 2021 - les premières infos,6707,20,0,2020-12-04 20:30:00+00:00,64
M1hwvRJ2pSk,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,MERCEDES,Essai du nouveau MERCEDES GLE Coupé 2020 Maroc,49887,340,10,2020-11-30 21:00:11+00:00,366
JGLV1zDdg3Y,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,wandaloo.com sur YouTube,1462,15,0,2020-11-30 20:30:00+00:00,34
IoJZCRQLPdE,OFF_PLAYLIST,AUDI,Nouvelle AUDI SQ5 Sportback 2021,14872,40,2,2020-11-30 20:00:04+00:00,64
SZvhxnpDuJA,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,JEEP,Nouveau JEEP Compass 2018,17734,51,12,2020-11-30 19:15:31+00:00,95
Z1sCMQgAeog,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP38 - 28 novembre 2020,431,13,0,2020-11-29 18:00:10+00:00,309
kbrEY0P6tvQ,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,NISSAN,Essai du nouveau NISSAN Juke 2020 Maroc - تجربة قيادة نيسان جوك المغرب,34428,275,18,2020-11-26 21:15:29+00:00,298
xCPnhcaqCbQ,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP37 - 20 novembre 2020,1382,8,4,2020-11-22 19:00:12+00:00,290
CsiGrOTvKwY,OFF_PLAYLIST,ŠKODA,Production de la nouvelle ŠKODA Octavia 4 2020,6422,38,3,2020-11-20 21:00:03+00:00,401
0dr4RHKU27I,OFF_PLAYLIST,RENAULT,Fondation RENAULT Maroc : 7ème édition de « Tkayes School »,344,4,1,2020-11-20 20:00:07+00:00,74
LKGozoHwqio,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MERCEDES,Nouvelle MERCEDES-Maybach Classe S 2021,30302,116,4,2020-11-20 20:00:02+00:00,96
zrdu35aOzPk,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MINI,MINI Vision URBANAUT Concept 2021,766,8,0,2020-11-20 15:24:02+00:00,212
qlHbbB-Zrq0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUTRE / MULTI-MARQUES,Nouvelle FERRARI SF90 Spider 2021 - le clip officiel,3559,28,1,2020-11-16 12:20:12+00:00,103
8aDL4hlJz4g,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP36 - 14 novembre 2020,1869,24,1,2020-11-15 19:00:11+00:00,273
aDJqlxssr3E,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,KIA,Essai de la nouvelle KIA K5 2020 Maroc - تجربة قيادة كيا ك5 المغرب,40724,399,45,2020-11-13 21:15:25+00:00,349
N7wXGrdkQeE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,OPEL,Nouvelle OPEL Astra Facelift 2020,6031,20,6,2020-11-13 19:15:03+00:00,31
4xSkA4Z1kN4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,BMW,Le tout premier BMW iX 2022 - le clip du reveal,1321,10,1,2020-11-11 21:16:06+00:00,111
xYr-jKIOOuc,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,MERCEDES Classe C Coupé Facelift,7006,29,1,2020-11-10 18:20:33+00:00,30
K-C7F0RYtjQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,Nouvelle MERCEDES Classe A Berline,18144,45,7,2020-11-10 17:30:01+00:00,70
2QqFroer1R8,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,CITROËN,Essai de la nouvelle CITROËN C3 2020 Maroc - تجربة قيادة ستروين c3 المغرب,65976,512,37,2020-11-09 21:00:11+00:00,320
zG-TuqqPf7g,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,FORD,Essai de la nouvelle FORD Focus 4 Maroc - تجربة قيادة فورد فوكس المغرب,59126,473,71,2020-11-05 21:15:11+00:00,373
BJHyncmDC5A,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,Nouvelle VW Golf 8 R 2021,17543,86,3,2020-11-05 11:19:33+00:00,270
I5Of9ATvVzM,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,"Lancement des AUDI A4, A5 et A7 Sportback au Maroc",7157,54,1,2020-11-04 20:45:10+00:00,254
rKhNZ7SC2Hg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,Nouvelle Audi A5 Sportback 2020,14157,39,4,2020-11-01 20:25:22+00:00,49
dLlk5iIafKs,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP35 - 30 octobre 2020,1609,18,0,2020-11-01 10:00:10+00:00,308
jP3pK7Ix3UI,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,Nouvelle VW Golf GTI - Performances accrues,1598,17,1,2020-10-29 21:10:07+00:00,30
rUtyM614iR4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,FIAT,Nouvelle FIAT 500 Electrique (3+1) 2021,19043,63,3,2020-10-27 19:21:06+00:00,108
TjSMU_vDS0g,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,Nouvelle RENAULT Twingo Electrique - le spot publicitaire,4773,16,0,2020-10-26 19:05:05+00:00,31
DHtB9unL6_8,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP34 - 25 octobre 2020,1564,13,2,2020-10-25 21:30:56+00:00,277
uLuvq6qoS1A,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,FORD,FORD lance sa nouvelle Focus 4 au Maroc,9174,69,20,2020-10-22 21:15:09+00:00,352
Lmyqa5l3E8k,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,MERCEDES lance son nouveau GLE 2020 au Maroc,4417,37,3,2020-10-22 20:45:00+00:00,212
Ri0C5GfeoiI,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,OPEL,Nouvel OPEL Mokka 2021 - le spot officiel,10400,16,0,2020-10-22 19:00:03+00:00,41
WGcdna5TsFk,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MERCEDES,MERCEDES GLE Coupé 2020 vs GLE Coupé 2015,9690,48,2,2020-10-22 14:00:28+00:00,160
GVZEj7G80pg,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,VW,VW Passat 2020 arrive au Maroc,13794,69,6,2020-10-21 21:30:00+00:00,180
S34Kdi9yA_8,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,KIA,Essai du KIA Niro Hybride 2020 Maroc - تجربة قيادة كيا نيرو المغرب,28390,265,32,2020-10-20 21:30:31+00:00,357
Ku4q5n7HCeM,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,TOYOTA,TOYOTA C-HR 2020 Facelift - le clip officiel,10773,23,2,2020-10-20 21:15:01+00:00,175
7fKY1PwwLek,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,VW Passat Facelift 2020,8320,31,0,2020-10-18 16:15:14+00:00,50
8ArqPJJKiCc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,VW Passat B8 2016,4445,26,5,2020-10-18 14:42:33+00:00,72
zwvw_2IanXI,OFF_PLAYLIST,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP33 - 18 octobre 2020,1942,26,4,2020-10-18 10:15:27+00:00,267
ITO37-qbDLM,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,Mégane eVision : l'avenir électrique selon RENAULT,1362,18,1,2020-10-16 20:52:19+00:00,39
ju40811pjrQ,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DACIA,Dacia SPRING ELECTRIC : Urbain et SUV,4809,27,2,2020-10-16 20:48:10+00:00,50
OaHQMmhvEoo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,CITROËN,CITROËN lance sa nouvelle C3 au Maroc,8818,56,2,2020-10-15 21:15:10+00:00,166
6fxEfMa0dYs,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,Nouvelle VW Golf 8 GTI Clubsport 2021,3725,26,1,2020-10-15 21:00:00+00:00,86
HcpOBjlV_lE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,NISSAN,NISSAN lance le nouveau JUKE 2020 au Maroc,8177,47,2,2020-10-14 21:15:11+00:00,235
MB09fTPkmuQ,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP32 - 11 octobre 2020,1840,21,2,2020-10-11 10:00:10+00:00,253
DeAIMaJV4dw,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,JAGUAR,Jaguar F-PACE 2021 - le clip officiel,3906,12,0,2020-10-09 21:00:02+00:00,61
1R1eMB46GwM,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,JAGUAR,Jaguar XF 2021 - le clip officiel,7534,28,0,2020-10-09 21:00:00+00:00,61
TcfQK45jYLs,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KIA,Lancement au Maroc des KIA Niro & KIA K5,4589,49,4,2020-10-08 21:15:31+00:00,314
UDwcTtN4NHo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KIA,KIA NIRO - le Clip officiel,3287,12,2,2020-10-08 20:15:01+00:00,80
KdFVpvKmLLQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,KIA,KIA K5 - le Clip du reveal,1559,15,1,2020-10-08 20:05:18+00:00,55
SoP82MAi4RA,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP31 - 4 octobre 2020,2239,42,1,2020-10-04 19:45:09+00:00,252
3sA2yy_-m80,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,RENAULT,Essai du nouveau RENAULT Captur II au Maroc - تجربة قيادة رونو كابتور 2 المغرب,156865,1031,92,2020-10-02 21:15:12+00:00,363
x4IdXjNObHY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,BMW,BMW Série 4 Cabriolet 2021 - le clip officiel,8433,20,0,2020-10-02 20:35:22+00:00,68
aW_0TKrmnYQ,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,DACIA,Nouvelles DACIA Logan et Sandero 2021 - les premières infos,40568,184,10,2020-10-01 21:00:25+00:00,257
yOgCastVhIQ,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUDI,AUDI Q5 Sportback 2021 - les premières infos,30056,82,3,2020-09-30 21:00:08+00:00,218
uChhr9gC9dU,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,RENAULT,Essai de la nouvelle RENAULT Clio 5 au Maroc - تجربة قيادة رونو كليو 5 المغرب,172700,1337,80,2020-09-28 21:00:12+00:00,362
z0rK6dMCaX0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,BMW,BMW M4 Coupé 2021 - le clip officiel,1708,16,0,2020-09-25 17:10:55+00:00,30
fFoa5bqvZc8,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,RENAULT,Nouveau RENAULT Arkana,3792,39,7,2020-09-24 23:10:40+00:00,39
AyWC4QRevZM,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,VW,Nouveau VW ID 4,1795,15,1,2020-09-24 22:55:55+00:00,80
5LMESmnSzjE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,AUDI,AUDI lance les Q3 et Q3 Sportback au Maroc,33742,152,29,2020-09-23 21:00:11+00:00,279
NPShu_ooIaU,PLlvsaB0FDEJEJQRAErI6gWgLDr-3myio1,AUTRE / MULTI-MARQUES,AUTO HEBDO - EP30 - 20 septembre 2020,1676,17,2,2020-09-20 10:00:13+00:00,330
A00BBfUclWY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,HYUNDAI,Nouveau HYUNDAI Tucson 2021 - les premières infos,80653,261,12,2020-09-16 21:00:01+00:00,231
XZIJvxx6yZo,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,FORD,FORD Explorer 2020,11318,37,1,2020-09-16 20:45:02+00:00,63
szs9kDwyWFA,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,NISSAN,NISSAN Z Proto Concept 2020,290,5,0,2020-09-16 20:30:01+00:00,139
S3pHM0PdvWc,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,MERCEDES,MERCEDES lance son GLA II au Maroc,19868,115,8,2020-09-15 21:00:10+00:00,235
pwtN8nmDQbY,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUTRE / MULTI-MARQUES,Lucid Air - le spot officiel,1120,10,0,2020-09-12 22:35:32+00:00,67
6bgMGNosxCM,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,KIA,Essai KIA Seltos 2020 Maroc - تجربة قيادة كيا سلتوس 2020 المغرب,102951,638,58,2020-09-11 21:00:10+00:00,346
s-mpKRqyAvI,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT lance Captur II au Maroc,21858,165,24,2020-09-10 21:00:09+00:00,622
tBrsk9vK1k8,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT Clio V et Captur II arrivent au Maroc,8868,57,2,2020-09-10 21:00:09+00:00,199
o2CNuYiOUAE,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,RENAULT,RENAULT lance Clio V au Maroc,7682,86,22,2020-09-10 21:00:07+00:00,735
WGaGuAjCL-4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,AUDI,Nouveau AUDI Q2 2021 - les premières infos,75989,145,11,2020-09-08 21:00:03+00:00,184
WUXpfwmzaSc,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,MERCEDES,MERCEDES Classe S 2021 - les premières infos,36882,240,16,2020-09-07 21:30:00+00:00,276
aEDZ6dpOvC4,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,SKODA,SKODA Enyaq iV - les premières infos,15121,62,1,2020-09-03 22:15:01+00:00,183
-XEjcGdCoi0,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PEUGEOT,Nouveau PEUGEOT 3008 - les premières infos,24259,103,4,2020-09-02 21:00:00+00:00,149
hc9qzn2rhZo,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,KIA,Essai KIA Cerato Maroc - تجربة قيادة كيا سيراتو المغرب,14765,100,7,2020-08-30 21:00:06+00:00,290
CuK6JRbS63U,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,PORSCHE,Nouvelle PORSCHE Panamera 2020,2412,20,3,2020-08-26 13:45:12+00:00,134
07374sUnAp0,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,AUTRE / MULTI-MARQUES,Essai du DS3 Crossback Maroc - تجربة قيادة دس3 المغرب,26549,194,29,2020-08-05 21:00:01+00:00,306
rNeuBAPPt9I,PLlvsaB0FDEJE0IroL5TSJD75RK4cnxHgY,LEXUS,Essai LEXUS UX Maroc - تجربة قيادة ليكسوس UX المغرب,18798,165,13,2020-07-28 20:00:07+00:00,287
-C2JLYTKgFQ,PLlvsaB0FDEJGqNWcPIvRM1Fex7rj7cyxz,BMW,BMW lance sa Série 2 Gran Coupé au Maroc,22696,95,5,2020-07-21 21:45:01+00:00,240
XOBuG8v7TVQ,PLlvsaB0FDEJG0eoTrNpNKZXLLlXKiEmE-,NISSAN,NISSAN Ariya 2021 - le clip officiel,3794,30,1,2020-07-20 13:33:13+00:00,61
